,name,desc
1222,Healthcor,"Owner and operator of commercial real estate, lease employees and provider of managed healthcare to"
1223,Health Market Science,Provider of data integration and analytic software for the health care industry. The company supplies
1224,Koyj Company,"Manufacturer and seller of composite optical materials in South Korea. The company offers optical components,"
1225,Zamba,Provider of wireless mobile data communication services. The company provides mobile data communication software products
1226,ZetaRx Biosciences,Operator of biotechnology company. The company engages in the development of therapies for cancer and
1227,Shopcastr,Provider of an online and mobile platform for independent local retailers and shoppers. The company
1228,Yobble,Developer of a hybrid hardware/software technology for iPhone. The company is a mobile motion sensing
1229,Micro Technologies,"Developer of transformational security devices. The company provides security products, including vehicle security systems, fleet"
1230,Frisørkjeden Tango Norge,Operator of a hairdressing chain. The company was established because of the growing demand for
1231,Bridge Medical,Provider of patient safety software and services to the healthcare industry. The company offers point-of-care
1232,DeerTech,Provider of three circles of protection to protect plants from deer to homeowners. The company
1233,Insightix,"Provider of security intelligence and control solutions. The company offers Business Security Assurance Suite, which"
1234,Miraphonic,"Developer of online social game on the iPhone, Facebook, and Twitter under the name Epic"
1235,Summit Access,Developer of interventional radiology device. The company develops radiology devices to streamline the Seldinger technique
1236,Agiliti,"Provider of information technology services. The company offers services that helps companies reduce costs, reduce"
1237,Anevia,Provider of video on demand software. The company offers application suites for broadcasters and telecom
1238,SwapDrive,Provider of Web-based operating software for online data backup and storage. The company’s services allow
1239,Voyager Therapeutics,Provider of gene therapies for diseases of the central nervous system. The company is a
1240,Motilal Oswal Financial Services,"Provider of equity research services. The company provides market research, technical and derivative analysis and"
1241,Tempo Payments,"Provider of payment technology for debit card related technologies. The company offers Tempo Debit, a"
